date,USDVND_close,VNDCNY_close,WTIUSD_close,XAUUSD_close,VN_close,10y_yield
2014-10-20,21255.0,3471.054209225886,82.72000122070312,1246.5999755859375,589.239990234375,6.26
2014-10-21,21265.0,3474.1056444013075,82.80999755859375,1249.300048828125,600.5499877929688,6.29
2014-10-22,21245.0,3472.4266298386033,80.36000061035156,1241.030029296875,601.5900268554688,6.35
2014-10-23,21265.0,3474.957013359232,81.91000366210938,1232.1500244140625,593.530029296875,6.32
2014-10-24,21275.0,3478.012038871309,81.30999755859375,1231.4599609375,591.510009765625,6.33
2014-10-27,21285.0,3479.9313897076763,80.6500015258789,1225.4000244140625,580.7999877929688,6.35
2014-10-28,21280.0,3480.935097869283,81.61000061035156,1228.4000244140625,583.1300048828125,6.37
2014-10-29,21270.0,3480.494911289419,81.94999694824219,1211.800048828125,591.2000122070312,6.33
2014-10-30,21260.0,3476.9809208989195,80.98999786376953,1198.9000244140625,589.1400146484375,6.36
2014-10-31,21280.0,3481.2766944990044,80.6500015258789,1174.4200439453125,600.8400268554688,6.36
2014-11-03,21295.0,3480.5420027503687,78.22000122070312,1165.3499755859375,603.1500244140625,6.38
2014-11-04,21290.0,3481.4887250220363,77.36000061035156,1168.300048828125,598.3900146484375,6.37
2014-11-05,21279.0,3480.373003653802,78.94999694824219,1141.4000244140625,597.010009765625,6.37
2014-11-06,21285.0,3482.4934620179934,77.83999633789062,1141.199951171875,597.8499755859375,6.38
2014-11-07,21295.0,3478.0406118798624,78.44000244140625,1176.6500244140625,602.5900268554688,6.4
2014-11-10,21252.5,3472.9143628693664,77.19000244140625,1150.5999755859375,602.1199951171875,6.4
2014-11-11,21295.0,3477.0186469066857,77.52999877929688,1164.800048828125,604.22998046875,6.44
2014-11-12,21295.0,3476.0535581311738,76.88999938964844,1160.9200439453125,604.010009765625,6.46
2014-11-13,21325.0,3481.7462260708494,74.25,1161.9599609375,603.1599731445312,6.48
2014-11-14,21325.0,3479.07664658575,75.95999908447266,1188.25,600.3599853515625,6.53
2014-11-17,21345.0,3485.2962770216545,75.45999908447266,1186.550048828125,600.9299926757812,6.84
2014-11-18,21387.5,3493.947238269863,74.25,1197.550048828125,594.25,6.95
2014-11-19,21350.0,3488.8470366903175,74.31999969482422,1183.300048828125,588.3499755859375,6.94
2014-11-20,21352.5,3486.976476240684,75.58000183105469,1193.75,593.3200073242188,6.89
2014-11-21,21375.0,3489.852972935604,76.6500015258789,1201.4000244140625,588.030029296875,6.78
2014-11-24,21355.0,3477.050446433632,75.48999786376953,1197.4000244140625,582.530029296875,6.86
2014-11-25,21385.0,3484.8855882192274,73.87000274658203,1201.18994140625,585.9099731445312,6.85
2014-11-26,21390.0,3484.224029498022,73.47000122070312,1197.9000244140625,576.0399780273438,6.92
2014-11-28,21352.5,3475.794419160918,66.05000305175781,1167.3499755859375,566.5800170898438,6.92
2014-12-01,21397.5,3478.137219194494,69.23999786376953,1210.9000244140625,568.010009765625,6.96
2014-12-02,21385.0,3477.518557840321,67.58999633789062,1199.010009765625,569.4299926757812,7.05
2014-12-03,21365.0,3473.8708304853253,67.37000274658203,1209.6400146484375,574.8800048828125,7.04
2014-12-04,21340.0,3467.3251718507254,66.75,1205.780029296875,578.3800048828125,7.03
2014-12-05,21335.0,3468.992940248276,65.68000030517578,1192.050048828125,578.760009765625,7.04
2014-12-08,21340.0,3456.9901972999724,63.029998779296875,1203.199951171875,571.6799926757812,7.05
2014-12-09,21365.0,3452.7619250325793,63.36000061035156,1230.8499755859375,555.3099975585938,7.04
2014-12-10,21365.0,3459.0227748686452,61.189998626708984,1226.75,557.1900024414062,7.05
2014-12-11,21365.0,3452.3155126176616,59.11000061035156,1227.949951171875,550.1099853515625,7.05
2014-12-12,21387.5,3456.9007936110343,57.5099983215332,1222.5999755859375,553.9299926757812,7.07
2014-12-15,21387.5,3454.890679464281,55.400001525878906,1192.5999755859375,547.9299926757812,7.06
2014-12-16,21382.5,3454.6410050536497,55.619998931884766,1196.5999755859375,535.1400146484375,7.11
2014-12-17,21387.5,3451.2667271004093,55.810001373291016,1188.699951171875,518.219970703125,7.13
2014-12-18,21387.5,3441.548020061152,55.54999923706055,1198.4000244140625,528.4500122070312,7.35
