date,USDVND_close,VNDCNY_close,WTIUSD_close,XAUUSD_close,VN_close,CPI_mom
2000-07,14092.0,1702.0969031385598,27.43000030517578,277.25,101.55000305175781,-0.5999999999999943
2000-08,14104.884615384615,1703.5692004433104,31.303076817439152,274.63461538461536,112.54538374680739,0.09999999999999432
2000-09,14161.75,1710.650599454458,33.951666831970215,273.6416651407878,116.75333468119304,-0.20000000000000284
2000-10,14421.384615384615,1742.0304929345803,32.86461551372822,269.9230745755709,130.48153979961688,0.09999999999999432
2000-11,14468.416666666666,1747.9631952654547,34.35083421071371,265.81666564941406,157.2900021870931,0.9000000000000057
2000-12,14534.083333333334,1755.924905097051,28.632500012715656,272.0583318074544,188.56333287556967,0.09999999999999432
2001-01,14557.555555555555,1758.7300330070436,29.145555284288193,265.7555575900608,227.51444329155817,0.2508361204013596
2001-02,14581.045454545454,1761.6031191737666,29.709091013128106,262.8545448996804,253.5109072598544,0.4000000000000057
2001-03,14576.0,1760.90996118495,27.297692225529598,263.2061509352464,257.87307621882513,-0.7000000000000028
2001-04,14577.90909090909,1761.2319302740752,27.492727799849078,260.9681798761541,300.8681807084517,-0.5
2001-05,14623.0,1766.6442296759758,28.72333304087321,273.0,361.8799997965495,-0.20000000000000284
2001-06,14789.615384615385,1786.829625682626,27.58153856717623,270.73076688326324,483.7638408954327,0.0
2001-07,14923.583333333334,1803.0492074767842,26.56083329518636,268.0250015258789,449.2308298746745,-0.20000000000000284
2001-08,15002.285714285714,1812.5332002496887,27.22500010899135,273.0214276994978,333.0021427699498,0.0
2001-09,15019.3,1814.63297072758,26.277999877929688,285.0950012207031,273.08000030517576,0.5
2001-10,15047.0,1817.9730922998303,22.263571194240026,283.269284929548,233.2557144165039,0.0
2001-11,15077.5,1821.6416001409268,19.700833479563396,276.28333791097003,286.40916442871094,0.20000000000000284
2001-12,15092.125,1823.412262863405,19.5616668065389,276.53333282470703,259.5716616312663,1.0
2002-01,15103.291666666666,1824.8055212132267,19.852499802907307,281.9749984741211,216.0441640218099,1.0999999999999943
2002-02,15130.722222222223,1828.1227926833126,20.6266663869222,294.3000013563368,200.5566660563151,2.200000000000003
2002-03,15161.35,1831.7312987097084,24.310000038146974,294.5259979248047,188.53099975585937,-0.7999999999999972
2002-04,15214.547619047618,1838.1273545830268,26.145714169456845,303.1047595796131,201.8519040062314,0.0
2002-05,15242.285714285714,1841.5272442972916,26.838571457635787,314.98904709588913,208.87428501674108,0.29999999999999716
2002-06,15264.9,1844.2439983712416,25.517500019073488,321.1470001220703,201.15849990844725,0.09999999999999432
2002-07,15303.07142857143,1848.9094229560048,26.802380788893927,313.5952380952381,196.73619152250745,-0.09999999999999432
2002-08,15326.90909090909,1851.8099419805962,28.16681818528609,310.5931798761541,191.81136322021484,0.09999999999999432
2002-09,15335.95,1852.8414035516416,29.65950002670288,319.875,186.5864990234375,0.20000000000000284
2002-10,15354.717391304348,1855.0978402072774,28.897391360739004,316.5108682383662,179.85695880392322,0.29999999999999716
2002-11,15373.342105263158,1857.3401850616647,26.25526317797209,319.45526123046875,175.73842259457237,0.29999999999999716
2002-12,15394.309523809523,1859.7840687296452,29.301428567795526,335.0690482003348,184.3038090297154,0.4000000000000057
2003-01,15416.65,1862.5587007198314,32.56650009155273,357.79100036621094,175.97750015258788,0.9000000000000057
2003-02,15431.8125,1864.288655962918,36.14250040054321,355.278751373291,166.99562549591064,2.200000000000003
2003-03,15441.285714285714,1865.505414732701,33.26476160685221,340.2366667247954,158.5585734049479,-0.5999999999999943
2003-04,15460.45,1867.8458828222763,28.198500156402588,329.11400146484374,149.44100036621094,0.0
2003-05,15467.131578947368,1868.7118342093067,28.212105299297132,357.5105285644531,154.5152628045333,-0.09999999999999432
2003-06,15484.880952380952,1870.8109666484238,30.419523602440243,356.47095162527904,152.0009525844029,-0.29999999999999716
2003-07,15508.59090909091,1873.6405033260962,30.5749998959628,351.42499750310725,150.2327256636186,-0.29999999999999716
2003-08,15516.666666666666,1874.66629943635,31.62904775710333,360.86095028831846,142.55714271182106,-0.09999999999999432
2003-09,15536.725,1877.059827694639,28.256000137329103,379.78250274658205,140.68199920654297,0.09999999999999432
