date,USDVND_close,VNDCNY_close,WTIUSD_close,XAUUSD_close,VN_close
2000-07-31,14092.0,1702.0969031385598,27.43000030517578,277.25,101.55000305175781
2000-08-02,14095.0,1702.479652161332,28.260000228881836,277.54998779296875,103.37999725341797
2000-08-04,14096.0,1702.4564957383093,29.959999084472656,273.25,105.19999694824219
2000-08-07,14097.5,1702.6172642023178,28.90999984741211,273.75,106.91999816894531
2000-08-09,14098.0,1702.6980474545037,30.350000381469727,272.8500061035156,108.63999938964844
2000-08-11,14101.0,1703.1015696071893,31.020000457763672,275.1499938964844,110.36000061035156
2000-08-14,14101.0,1703.1221676437235,31.940000534057617,274.75,112.08000183105469
2000-08-16,14105.0,1703.5640813439923,31.799999237060547,277.20001220703125,113.80000305175781
2000-08-18,14108.0,1703.926413300322,31.989999771118164,276.6499938964844,115.5199966430664
2000-08-21,14107.0,1703.7646211102747,32.470001220703125,275.25,117.23999786376953
2000-08-23,14111.0,1704.3711968300317,32.02000045776367,271.25,118.95999908447266
2000-08-25,14112.0,1704.3684931670941,32.029998779296875,274.25,118.83999633789062
2000-08-28,14117.0,1704.9723652239134,32.869998931884766,274.1000061035156,117.0
2000-08-30,14115.0,1704.9572379800325,33.31999969482422,274.25,115.1500015258789
2000-09-01,14120.0,1705.5818200207677,33.380001068115234,276.8500061035156,113.37000274658203
2000-09-06,14126.0,1706.162308704176,34.900001525878906,274.45001220703125,112.51000213623047
2000-09-08,14134.0,1707.1285623123902,33.630001068115234,273.04998779296875,112.38999938964844
2000-09-11,14141.0,1708.1391111657404,35.13999938964844,273.45001220703125,114.11000061035156
2000-09-13,14139.0,1708.0830756660466,33.81999969482422,272.79998779296875,116.08000183105469
2000-09-15,14148.0,1709.2943987257765,35.91999816894531,272.54998779296875,118.04000091552734
2000-09-18,14163.0,1711.0859271277675,36.880001068115234,271.79998779296875,118.19000244140625
2000-09-20,14175.0,1712.4735413708577,37.20000076293945,269.45001220703125,118.20999908447266
2000-09-22,14180.0,1712.82933483672,32.68000030517578,272.1499938964844,118.76000213623047
2000-09-25,14192.0,1714.154632939679,31.56999969482422,274.29998779296875,118.9800033569336
2000-09-27,14209.0,1716.1664335897929,31.459999084472656,278.6000061035156,119.69000244140625
2000-09-29,14214.0,1716.7080469937803,30.84000015258789,274.25,120.70999908447266
2000-10-02,14220.0,1717.5986852449805,32.18000030517578,273.3999938964844,120.91999816894531
2000-10-04,14241.0,1720.1352233877474,31.43000030517578,270.75,121.13999938964844
2000-10-06,14624.0,1766.3968476105904,30.860000610351562,269.6499938964844,122.20999908447266
2000-10-09,14263.0,1722.7925490611221,31.860000610351562,270.6000061035156,124.33000183105469
2000-10-11,14624.0,1766.4823111298908,33.25,271.25,126.44999694824219
2000-10-13,14624.0,1766.5248424866127,34.9900016784668,272.6499938964844,128.57000732421875
2000-10-16,14655.0,1770.3337693055369,32.91999816894531,272.04998779296875,130.7100067138672
2000-10-18,14352.0,1733.7311673198953,33.47999954223633,270.6499938964844,132.85000610351562
2000-10-20,14362.0,1735.0021361992335,34.0,271.5,135.0399932861328
2000-10-23,14362.0,1734.8762163425008,33.7599983215332,270.3500061035156,136.5500030517578
2000-10-25,14367.0,1735.5221836240637,32.959999084472656,266.75,137.0800018310547
2000-10-27,14387.0,1737.8122410781953,32.7400016784668,264.54998779296875,139.57000732421875
2000-10-30,14397.0,1739.188235359175,32.810001373291016,264.8500061035156,140.83999633789062
2000-11-01,14402.0,1739.9393772226535,33.25,264.29998779296875,143.3300018310547
2000-11-03,14425.0,1742.8232805852017,32.709999084472656,265.20001220703125,145.8300018310547
2000-11-06,14432.0,1743.605934578061,32.86000061035156,265.0,148.57000732421875
2000-11-08,14449.0,1745.6386754973603,33.2400016784668,265.1499938964844,151.32000732421875
2000-11-10,14459.0,1746.846813552241,34.02000045776367,264.6499938964844,154.0800018310547
2000-11-13,14464.0,1747.5352464737857,34.470001220703125,264.45001220703125,156.83999633789062
2000-11-15,14479.0,1749.347541046318,35.58000183105469,265.25,159.60000610351562
2000-11-17,14486.0,1750.17210428117,35.45000076293945,265.79998779296875,162.36000061035156
2000-11-20,14494.0,1750.9272220633002,35.220001220703125,266.3500061035156,165.6999969482422
2000-11-22,14501.0,1751.7092771443272,35.400001525878906,266.6499938964844,165.52000427246094
2000-11-27,14512.0,1753.0804800675382,35.380001068115234,270.04998779296875,165.60000610351562
2000-11-29,14518.0,1753.9323906734999,34.630001068115234,266.95001220703125,168.72999572753906
2000-12-01,14523.0,1754.5152198468406,32.02000045776367,269.3999938964844,171.8699951171875
2000-12-04,14530.0,1755.4458307524408,31.219999313354492,271.1499938964844,175.0
2000-12-06,14535.0,1756.0709495862686,29.850000381469727,274.95001220703125,178.1300048828125
2000-12-08,14535.0,1756.0921949279862,28.440000534057617,272.75,181.25999450683594
2000-12-11,14533.0,1755.765794276963,29.5,270.54998779296875,189.94000244140625
2000-12-13,14540.0,1756.6750331602577,28.739999771118164,269.20001220703125,184.47999572753906
2000-12-15,14536.0,1756.2342604219407,28.84000015258789,270.8999938964844,187.6199951171875
2000-12-18,14534.0,1755.865364791889,29.760000228881836,270.25,191.11000061035156
2000-12-20,14533.0,1755.850558575055,25.770000457763672,273.6499938964844,194.85000610351562
2000-12-22,14533.0,1755.6808358904207,26.18000030517578,273.95001220703125,198.5800018310547
2000-12-27,14538.0,1756.4333997306621,26.469999313354492,275.54998779296875,203.08999633789062
2000-12-29,14539.0,1756.4694192038858,26.799999237060547,272.3999938964844,206.8300018310547
2001-01-03,14546.0,1757.3363547480017,28.0,268.6499938964844,210.55999755859375
2001-01-05,14547.0,1757.4146459486326,27.950000762939453,268.1000061035156,214.32000732421875
2001-01-08,14549.0,1757.5926806546895,27.31999969482422,268.45001220703125,218.1199951171875
2001-01-10,14551.0,1758.0252857514363,29.479999542236328,264.79998779296875,222.14999389648438
2001-01-12,14551.0,1758.046554994473,30.049999237060547,264.25,225.6699981689453
2001-01-17,14563.0,1759.5815429373547,29.600000381469727,263.70001220703125,232.67999267578125
2001-01-19,14568.0,1760.185670364031,32.189998626708984,264.8500061035156,236.97000122070312
2001-01-29,14573.0,1760.3218490218749,29.059999465942383,263.1499938964844,241.36000061035156
2001-01-31,14570.0,1760.0657126428982,28.65999984741211,265.8500061035156,245.8000030517578
